series,title,summary,overall_design,relation,n_samples,platform_id,is_superseries
GSE19862,Prediction of response to bevacizumab,The patients who underwent surgery for primary lesions were examined. All patients had metastatic or recurrent CRC and received bevacizumab therapy as first line or second line treatment. Responders and nonresponders were determined based on RECIST and confirmed by CT or MRI. Gene-expression profiles of primary CRC were determined using Human Genome GeneChip arrays U133.,"Colorectal cancer patients who had undergone surgical resection of colorectal cancer were studied. To identify molecular signatures to predict response to bevacizumab, gene expression profiles were compared between Reponder and Non-responder.",,14,GPL570,0
GSE38121,Gene expression profiling of generated Erlotinib-resistant (ER) cell lines,"Targeted therapies have provided advantages to cancer patients, but these therapies are limited by differential responses and developed resistance.
To discover mechanisms of resistance, we developed drug-resistant cell lines and have their gene expressions profiled and compared.","HCC827 cells, which were initially sensitive to Erlotinib treatment, are subjected to Erlotinib treatment. Two clonal populations that resistant to Erlotinib resulted.",,3,GPL570,0
GSE42762,FOXO3a Is A Major Target Of Inactivation By PI3K/AKT Signaling In Aggressive Neuroblastoma,"Neuroblastoma is a pediatric tumor of the peripheral sympathetic nervous system with a highly variable prognosis. Activation of the PI3K/AKT pathway in neuroblastoma is correlated with poor patient prognosis, but the precise downstream effectors mediating this effect have not been determined. Here, we identify the forkhead transcription factor FOXO3a as a key target of the PI3K/AKT pathway in neuroblastoma. FOXO3a expression was elevated in low stage neuroblastoma tumors and normal embryonal neuroblasts, but reduced in late stage neuroblastoma. Inactivation of FOXO3a by AKT was essential for neuroblastoma cell survival. Treatment of neuroblastoma cells with the dual PI3K/mTOR inhibitor PI-103 activated FOXO3a and triggered apoptosis. This effect was rescued by FOXO3a silencing. Conversely, apoptosis induced by PI-103 or the AKT inhibitor MK-2206 was potentiated by FOXO3a overexpression. Further, levels of total or phosphorylated FOXO3a correlated closely with apoptotic sensitivity to MK-2206. In clinical specimens, there was an inverse relationship between gene expression signatures regulated by PI3K signaling and FOXO3a transcriptional activity. Moreover, high PI3K activity and low FOXO3a activity were each associated with an extremely poor prognosis. Our work indicates that expression of FOXO3a and its targets offer useful prognostic markers as well as biomarkers for PI3K/AKT inhibitor efficacy in neuroblastoma.",Affymetrix U133 Plus 2.0 profiling of SY5Y-TetR-FOXO3A cells treated with doxycycline and/or the PI3K/mTOR inhibitor PI-103. Each condition profiled in triplicate.,,12,GPL570,0
GSE39134,Gene expression profiling of microdissected HRS cells is correlated with primary treatment outcome,Hodgkin lymphoma is derived from germinal center / post-germinal center B cells.,Gene expression profilies of micodissected Hodkin Reed Sternberg cells (n=29) were dichotomized into primary treatment failure (n=14) and primary treatment succeses (n=15). Treament failure was defined as refractory disease or progression at any time after ABVD chemotherapy.,,29,GPL570,0
GSE22152,Gene expression data of glucocorticoid resistant and sensitive acute lymphoblastic leukemia cell lines,"Gene expression data of glucocorticoid resistant and sensitive acute lymphoblastic leukemia cell lines for the article: Expression, regulation and function of phosphofructo-kinase/fructose-biphosphatases  (PFKFBs) in glucocorticoid-induced apoptosis of acute lymphoblastic leukemia cells

Glucocorticoids (GCs) cause apoptosis and cell cycle arrest in lymphoid cells and constitute a central component in the therapy of lymphoid malignancies, most notably childhood acute lymphoblastic leukemia (ALL). PFKFB2 (6-phosphofructo-2-kinase/fructose-2,6-biphosphatase-2), a kinase controlling glucose metabolism, was identified by us previously as GC response gene in expression profiling analyses performed in children with ALL during initial systemic GC mono-therapy. Since deregulation of glucose metabolism has been implicated in apoptosis induction, this gene and its relatives PFKFB1, 3, and 4 were further analyzed. Expression analyses in additional ALL children, non-leukemic individuals and leukemic cell lines confirmed frequent PFKFB2 induction by GC in most systems sensitive to GC-induced apoptosis, particularly in T-ALL cells. The 3 other family members, in contrast, were not or weakly expressed (PFKFB1 and 4) or not induced by GC (PFKFB3). Conditional PFKFB2 over-expression in the CCRF-CEM T-ALL in vitro model revealed that its 2 splice variants (15A and 15B) did not have any detectable effect on survival or cell cycle progression. Moreover, neither PFKFB2 splice variant significantly affected sensitivity to, or kinetics of, GC-induced apoptosis. Our data suggest that, at least in the model system investigated, PFKFB2 is not an essential upstream regulator of the anti-leukemic effects of GC.
Generation of the GC sensitive and resistant clones is described in Parson et al. FASEB J 2005 (Pubmed id 15637111). In brief GC sensitive clones were generated by limiting dilution subcloning from the GC sensitive T-ALL cell line CCRF-CEM-C7H2. To generate GC resistant clones the CCRF-CEM-C7H2 cell line was clutured in the presence of 10E-7 M dexametasone.",Gene expression profiles of glucocorticoid (GC) resistant and sensitive T-ALL cells during GC treatment and corresponding control samples (cells treated with carrier control). GC induced regulation of PFKFB2 was determined in the various cell lines based on the expression intensities of the corresponding probe sets in GC treated and control samples.,,24,GPL570,0
GSE76194,"Comparative expression of bone metastasis clones and their parent cells Chinese lung adenocarcinoma cell lines CPA-Yang1, CPA-Yang2, CPA-Yang3, SPC-A-1 and human larger cell lung cancer cell line NCI-H460 by cRNA array","Human lung adenocarcinoma cell lines (CPA-Yang1, CPA-Yang2, CPA-Yang3, SPC-A-1) and human larger cell lung cancer cell line NCI-H460 were injected into left cardiac ventricle of nude mice for bone metastases clone, respectively. Bone metastatic lesions were detected by bone scintigraphy with 99mTc-methylene diphophonate and X ray. Removed bone metastatic lesions for cell primary culture, chromosome analysis for determine the bone metastatic cells have a characterization of unchanged humanization, in the anesthesia death mice. Through in vivo ~ in vitro selections, the bone-seeking clones 1st, 3th, 4th, 8th, 8th passage cells of CPA-Yang1, CPA-Yang2, CPA-Yang3, SPC-A-1, NCI-H460 and their parent cells were used for microarray analysis, respectively.","Bone-seeking clones 1st, 3th, 4th, 8th, 8th passage cells of CPA-Yang1, CPA-Yang2, CPA-Yang3, SPC-A-1, NCI-H460 by in vivo ~ in vitro selections and their parent cell lines respectively expression by cRNA array. Comparative expression of these biological replicates with osteolytic, osteoblestic, mixed bone metastases and their parent cells respectively.",,10,GPL570,0
GSE48905,The NEWEST trial,"The NEWEST (Neoadjuvant Endocrine Therapy for Women with  Estrogen-Sensitive Tumours) trial compared the clinical and biological  activity of fulvestrant 500 mg vs 250 mg in the neoadjuvant setting.  In this multi-centre phase II study, post-menopausal women with  operable, locally advanced (T2, 3, 4b; N0-3; M0) ER-positive breast  tumours were randomised to receive neoadjuvant treatment with either  dose of fulvestrant for 16 weeks before surgery.
Tumour core biopsies  were obtained at baseline, 4 weeks and at surgery for assessment of  changes in biomarker expression.  Tumour volumes were measured by 3-D  ultrasound at the same timepoints.  In this trial, the percentage of  patients who showed a reduction in tumour volume or stabilisation of  disease (using RECIST criteria) after treatment with fulvestrant 500  mg was 36% (26 out of 69 patients).  Therefore, within a population of  endocrine-therapy naive patients whose tumours were confirmed as being  ER-positive at the time of study entry, there is a subgroup who gained  particular clinical benefit from fulvestrant treatment.  These  clinical response data together with the availability of biological  response information and frozen tumour tissue from participants makes  the NEWEST trial an attractive setting in which to investigate the  potential of new markers of response to fulvestrant.",42 samples,,42,GPL570,0
GSE75535,Gene expresssion profiles of cancer of the appendix,"Appendiceal cancer patients treated with cytoreductive surgery (CRS) and hyperthermic intraperitoneal chemotherapy (HIPEC) often demonstrate an unpredictable variability in survival outcomes. Biomarkers predictive of CRS/HIPEC efficacy could better guide treatment decisions. In this study we hypothesized that variation in the transcriptional programming of appendiceal tumors might distinguish molecular subtypes with differential outcomes after CRS/HIPEC. The goal of this study was to investigate the potential of a prognostic gene signature to discriminate patients with favorable and unfavorable outcomes in a “discovery” set of patient (the original tumor series (n=24)), and confirm its prognostic value in a second “validation” series (the validation cohort (n=39)).","Total RNA isolated from 24 appendiceal tumors (the original tumor series) and 39 appendiceal tumors (the valdiation series) were profiled on Affymetrix U133A GeneChips and Affymetrix U219 GeneAtlas Array Strips, respectively.",,63,"GPL571
GPL13667",0
GSE37699,Aberrant ERK signaling causes resistance to EGFR kinase inhibitors,"The clinical efficacy of EGFR kinase inhibitors is limited by the development of drug resistance. The irreversible EGFR kinase inhibitor WZ4002 is effective against the most common mechanism of drug resistance mediated by the EGFR T790M mutation. Here we show that in multiple complementary models harboring EGFR T790M, resistance to WZ4002 develops through aberrant activation of ERK signaling caused by either an amplification of MAPK1 or by downregulation of negative regulators of ERK signaling. Inhibition of MEK or ERK restores sensitivity to WZ4002, and the combination of WZ4002 and a MEK inhibitor prevents the emergence of drug resistance. The WZ4002 resistant MAPK1 amplified cells also demonstrate an increase both in EGFR internalization and a decrease in sensitivity to cytotoxic chemotherapy compared to the parental counterparts. Our findings provide insights into mechanisms of drug resistance to EGFR kinase inhibitors and highlight rational combination therapies that should be evaluated in clinical trials.

Our study identifies ERK signaling as a mediator of resistance to irreversible pyrimidine EGFR inhibitors in EGFR T790M-bearing cancers. We further provide a therapeutic strategy to both treat and prevent the emergence of this resistance mechanism.","To generate drug-resistant NCI-H1975 cell lines, non-small cell lung cancer (NSCLC) cells were exposed to increasing concentrations of WZ4002 similar to previously described methods. Individual clones from WZ4002-resistant (WZR) cells were isolated and confirmed to be drug resistant. Clone #6, designated as WZR6, was used in this study. For expression analysis, samples were prepared in triplicate from parental NCI-H1975 and NCI-H1975 WZR6 cells.",SubSeries of: GSE37700,6,GPL571,0
GSE59671,"Celecoxib, rofecoxib treated human smooth muscle cells microarray timecourse",The aim of this data set is to measure the effect of rofecoxib and celecoxib on the transcription profile in an in vitro inflammation model. Transcription profiling was carried out using Affymetrix HG U-133A v2 microarrays.,"Human aortic smooth muscle cells (3F1243) were pre-treated with rofecoxib (500 nM) or celecoxib (500 nM) for two hours and subsequently exposed to IL-1beta (10 ng/ml). Transcription profiling was carried out at several time points of IL-1beta exposure: Four samples at -2 hours. Four samples each of control, celecoxib, and rofecoxib at each time point 0hr, 2hr, 8hr and 24hr. 52 samples in total.",,52,GPL571,0
GSE80077,Preoperative short-term hormone therapy for hormone receptor positive breast cancer,"Core needle biopsy (Cx) primary cancer specimens were collected at Okayama University Hospital in Japan from hormone receptor positive /HER2 negative patients that subsequently received two weeks of neoadjuvant hormone therapy. Thirty clinical TNM stage I and II women were enrolled in this study. The study was approved by the Institutional Review Board and all patients signed informed consent forms. Patients received preoperative hormone therapy daily for two weeks before surgery. Premenopausal patients received tamoxifen (40 mg) and postmenopausal patients received letrozole (2.5 mg). All patients underwent a mastectomy or breast-conserving surgery. Surgical samples after treatment were also collected. Hormone and HER2 receptor statuses were determined in the diagnostic Cx specimens before hormone therapy. Cases with ≥1% positive nuclear staining for estrogen receptors (ER) or progesterone receptors (PgR) with IHC were considered hormone receptor-positive. Cases with either 0 or 1 positive IHC staining for HER2 or with an HER2 gene copy number < 2.0 by fluorescent in situ hybridization (FISH) analysis were considered HER2−. Specimens for gene expression analysis were collected into RNA and later stored at -80°C. Gene expression profiling was performed using Affymetrix U133A gene chips. Expression data were normalized using the MAS5 algorithm, mean centered to 600, and log2 transformed before further analysis.",Thirty clinical TNM stage I and II women were enrolled in this study.,,60,GPL571,0
GSE37180,Gene expression profiles of ovarian tumor biopsies from Phase I dasatinib trial,"A phase I trial of a SRC kinase Inhibitor, dasatinib, in combination with paclitaxel and carboplatin in patients with advanced or recurrent ovarian cancer. Background: We conducted a phase I study of dasatinib, an oral SRC tyrosine kinase inhibitor, in combination with paclitaxel and carboplatin in advanced and recurrent epithelial ovarian cancer (EOC). Methods: The primary objective was to determine the maximum tolerated dose (MTD). Secondary objectives included toxicity, response rate (RR), pharmacokinetics and pharmacodynamics. Based on the 3+3 design, cohorts of 3-6 pts received paclitaxel 175 mg/m2 and carboplatin AUC 6 every three weeks with escalating doses of dasatinib (100, 120, 150 mg daily), followed by an 8 patient expansion cohort. Results: Twenty patients were enrolled between 06/07 and 12/09. The median age was 61 yrs (42-82) with a median of 2 prior regimens (0-6), and 71% had platinum-sensitive disease. There were 3-6 pts in each cohort, and 8 in the expansion cohort. Pharmacokinetics were observed over the first 2 cycles of therapy. One DLT was observed in the 100 mg dasatinib cohort (grade 3 myalgia. Other toxicities in all cycles included neutropenia (95% grade 3-4), thrombocytopenia (35% grade 3-4), and fatigue (10% grade 3). The RR was 45% (complete responses, 3/18(17%); partial responses, 5/18(28%)) and 56% (10/18) had stable disease. The PFS6-month actuarial estimate was 86%. The median PFS and OS were 7.8 and 16.2 months, respectively. Conclusions: Due to the high incidence of myelosuppression with subsequent cycles the recommended phase II dose is 150 mg daily of dasatinib in combination with paclitaxel and carboplatin. The combination was safe with evidence of clinical activity in advanced EOC.",Global profiles of expression were characterized using unsupervised clustering methods and gene- and pathway-analyses of differential expression.,,11,GPL571,0
GSE36223,Molecular defense mechanisms of Barrett's metaplasia estimated by an integrative genomics,"Barrett's esophagus is characterized by the replacement of squamous epithelium with specialized intestinal metaplastic mucosa. The exact mechanisms of initiation and development of Barrett's metaplasia remain unknown, but a hypothesis of successful adaptation against noxious reflux components has been proposed. To search for the repertoire of adaptation mechanisms of Barrett's metaplasia, we employed high-throughput functional genomic and proteomic methods that defined the molecular background of metaplastic mucosa resistance to reflux. Transcriptional profiling was established for 23 pairs of esophageal squamous epithelium and Barrett's metaplasia tissue samples using Affymetrix U133A 2.0 GeneChips and validated by quantitative real-time polymerase chain reaction. Differences in protein composition were assessed by electrophoretic and mass-spectrometry-based methods. Among 2,822 genes differentially expressed between Barrett's metaplasia and squamous epithelium, we observed significantly overexpressed metaplastic mucosa genes that encode cytokines and growth factors, constituents of extracellular matrix, basement membrane and tight junctions, and proteins involved in prostaglandin and phosphoinositol metabolism, nitric oxide production, and bioenergetics. Their expression likely reflects defense and repair responses of metaplastic mucosa, whereas overexpression of genes encoding heat shock proteins and several protein kinases in squamous epithelium may reflect lower resistance of normal esophageal epithelium than Barrett's metaplasia to reflux components. Despite the methodological and interpretative difficulties in data analyses discussed in this paper, our studies confirm that Barrett's metaplasia may be regarded as a specific microevolution allowing for accumulation of mucosal morphological and physiological changes that better protect against reflux injury.
Department of Gastroenterology, Medical Center for Postgraduate Education and Maria Skłodowska-Curie Memorial Cancer Center and Institute of Oncology, 02-781 Warsaw, Poland",2 types of tissue sample derived from the same patient:  > Normal squamous epithelium (NE) from patients with longsegment of Barret’s epithelium   > Metaplastic epithelium from Barrett’s esophagus (BE),,46,GPL571,0
GSE100192,Expression data from T-DM1 resistant clones,"The mechanisms of resistance to the antibody-drug conjugate, T-DM1, were studied on clones derived from breast cancer cell line, BT474.","RNA from parental cell line, BT474, and four resistant clones, C#1, C#2, C#3 and C#6, was purified and their gene expression profiles compared using the Affimetrix Transcriptome Analysis console. Three biological replicates were analyzed for each cell lines.",,15,GPL16686,0
GSE100922,Expression data from whole blood in CD patients undergoing HSCT.,"Treatment of severely refractory Crohn’s disease (CD) patients remains a clinical challenge. Recent studies show efficacy of autologous hematopoietic stem cell transplant (HSCT) in these severely compromised patients. HSCT is thought to eliminate auto-reactive cells; however the mechanisms are incompletely understood. We followed a group of patients (n=18) receiving autologous HSCT, with 50% of them achieving endoscopic drug-free remission. To elucidate the mechanism driving efficacy we compared the immunological changes induced by HSCT in responders and non-responders.","Blood from CD patients undergoing HSCT was collected into PAXgene tubes and frozen at -20ºC (PAXgene Blood RNA Tube / PreAnalytiX (Qiagen, Spain)). Simple Endoscopic Score for Crohn's Disease (SES-CD) index was used at baseline and during follow-up to assess endoscopic activity.  Magnetic Resonance Indeex of Activity (MaRIA) was used at baseline and during forllow up in those patients in whom lesions could not be assessed by ileocolonoscopy; mucosal healing was defined as a segmental index < 7 in all ileocolonic segments. Response was defined as mucosal healing at 52 weeks after-HSCT. Blood RNA isolation was performed with the PAXgene Blood RNA Kit using an automated protocol of QIAcube (Qiagen, Spain). Purity and integrity of the total RNA is assessed through 2100 Bioanalyzer (Agilent, Germany) and then quantified by NanoDrop spectrophotometer (NanoDrop Technologies, USA). A total of 42 samples belonging to 14 patients were analized.",,42,GPL21464,0
GSE103412,"Mucositis in patients with tonsil squamous cell carcinoma: gene expression profile of oral mucosa before, during, and after radiation therapy","Objectives: In patients with tonsil squamous cell cancer (TSCC), radiation-therapy (RT) induce mucositis, which is clinically challenging with limited prophylactic interventions and no predictive tests. In a pilot study set-up, we performed global gene-expression analysis on human oral mucosa tissue and blood cells to identify differential expressed genes involved in mucositis pathogenesis.","Consecutive mucosa biopsies from 8 patients with tonsil squamous cell carcinoma one biopsy and blood test before radiotherapy (RT), one biopsy and blood test after 5 days of RT (2 Gy each day) and three weeks after the last exposure to RT",,64,GPL23978,0
GSE106977,Triple negative breast cancer subtypes and pathologic complete response rate to neoadjuvant chemotherapy,Triple negative breast cancer  is a heterogeneous disease with distinct molecular subtypes that differentially respond to chemotherapy and targeted agents. The purpose of this study was to explore the clinical relevance of Lehmann triple negative breast cancer subtypes by identifying any differences in response to neoadjuvant chemotherapy among them.,"We performed a retrospective analysis in paraffined pre-treatment tumor biopsies from 119 triple negative breast cancer patients (88 patients treated with neoadjuvant anthracyclines and/or taxanes and 31 with anthracyclines and/or taxanes plus carboplatin). We determined Lehmann subtypes by gene-expression profiling with the GeneChip® Human Transcriptome Array 2.0. (Affymetrix). Data were normalized with the Robust Multichip Analysis (RMA) algorithm in the Affymetrix Expression Console (EC, v.1.4.1) and annotated in the statistical computing environment R (v.3.2.3) using hg19 human genome built. Duplicated genes were mean summarized.",,119,GPL17586,0
GSE107624,Global Transcriptome Analysis during Mucociliary Differentiation of Human Nasal Polyp/Nasal Mucosa Basal Stem/Progenitor Cells,The aim of this study was to perform a genome-wide transcriptional analysis (mRNA + microRNA) during in vitro mucociliary differentiation of primary human basal stem/progenitors cells (BSCs) cultured at the air-liquid interface (ALI) system.,"Basal stem/progenitor cells were isolated from Nasal Polyps or control Nasal Mucosa by the explant technique, cultured and differentiated at the air-liquid interface (ALI) cell culture system. At the different days of ALI culture (0, 14 and 28 days), total RNA was extracted from cells and finally processed for microarrays analysis (Human Genome U219 24-Array Plate).",,84,GPL13667;GPL19117,0
GSE112260,Genetic characterization of macrophages from induced sputum of asthma and COPD patients,"Background: Macrophages are important cells in pathogenesis of obstructive lung diseases including asthma and chronic obstructive pulmonary disease (COPD). The aim of the study was a multivariate, genetic, comparative analysis of macrophages from patients with asthma and COPD.","The microarray experiments were performed using 17 samples: 8 asthma (4 untreated , 4 treated with ICS), 4 COPD and 5 control samples (4 non-smoker, 1 smoker)",,16,GPL22067,0
GSE11237,Celecoxib pre-treatment in human colorectal adenocarcinoma patients.,"Pharmacological inhibition of cyclooxygenase-2 (COX-2) is being explored as a chemotherapeutic option because COX-2 protein expression is often elevated in many cancers.  Cancer cells treated with COX-2 inhibitors, such as the selective COX-2 inhibitor celecoxib, show growth inhibition and the induction of apoptosis, through alterations in inflammatory processes, angiogenesis, cell adhesion and transforming growth factor-β signaling.  This study was conducted to determine if the same processes are relevant to celecoxib’s effects on human colorectal adenocarcinomas treated in vivo.  A cohort of 23 patients with primary colorectal adenocarcinomas was randomized to receive a 7-day course of celecoxib (400 mg b.i.d.) or no drug prior to surgical resection.  Gene expression profiling was performed on resected adenocarcinomas from patients with and without celecoxib pre-treatment.  Using fold change (>1.5) and p-value (<0.05) cut-offs, 190 genes were differentially expressed between adenocarcinomas from patients receiving celecoxib and those that did not.  Of the differentially expressed genes, multiple genes involved in cellular lipid and glutathione metabolism showed decreased expression levels in celecoxib pre-treated samples; changes associated with diminished cellular proliferation.  Other observed gene expression changes consistent with reduced proliferation include: altered expression of genes involved in cell adhesion (including collagen, laminin, von Willebrand factor and tenascin C), increased expression of inflammatory modulators (including inerleukin-6, S100 calcium binding protein A8, and several chemokines) and decreased expression of the pro-angiogenic gene, angiogenin.  Celecoxib pre-treatment for 7 days in vivo is associated with alterations in colorectal adenocarcinoma gene expression which are suggestive of diminished cellular proliferation.","Patients undergoing surgical resection of histologically proven primary colorectal adenocarcinomas were consented for participation in the study.  The patients enrolled in this study were randomized to receive either 400 mg celecoxib two times per day (n=11) or no COX-2 inhibitor (n=12) for 7 days prior to surgical resection. Total RNA (5 ug) from each sample was converted to double stranded cDNA using a dT-T7 promoter primer.  The double stranded cDNA was then used as a template to synthesize biotinylated RNA, which was fragmented and hybridized to the Affymetrix HG_U95av2 microarray chip using Affymetrix’s labeling and hybridization protocol.",,23,GPL8300,0
GSE115577,Tumor & Tumor-Adj Gene Expression in the Nurses' Health Study Cohorts,Gene expression data from the Nurses' Health Study,Total of 1577 samples which includes 882 tumor and 695 tumor-adjacent tissues from participants of the Nurses' Heath Study I and II diagnosed with invasive breast cancer. This deposit contains 467 files; remaining 1110 files are in GSE93601.,,1577,GPL17585;GPL22920,0
GSE15622,Expression data from the CTCR-OV01 study,All patients with suspected ovarian cancer (Raised CA 125 and a complex pelvic mass in a perimenopausal woman) were radiologically staged using CT scan and a chest x-ray. Patients with evidence of intra-abdominal metastasis and/or malignant pleural effusion were approached for entry to the study. Tissue biopsy was obtained either under radiological control (core needle biopsy) or via laparoscopic surgery (punch biopsy). Patients with histologicaly confirmed epithelial ovarian cancer were randomized to receive either three cycles of carboplatin (AUC 7) or paclitaxel (175 mg/m2).,Patients with suspected ovarian cancer had a biopsy obtained before and after 3 cycles of either Carboplatin or Paclitaxel. Samples were immediately frozen for RNA extraction.,,69,GPL8414,0
GSE157738,Monocyte-derived DC Expression Data from Advanced Staged Melanoma Patients,"The metastatic form of Melanoma has a reported ten-year survival rate of approximately 15%. Clinical trials have shown modest success in a subset of patients. Particularly, combinational therapy using checkpoint blockade has shown the most success, but many patients do not respond. The patients that do respond to treatments often have a pre-existing antitumor immunity.","34/35 patient DCs were analyzed for each DC subtype (iDC, mDC, AdVTMM2 DC) using the Affymetrix Human Gene 2.0 ST Array. We investigated  gene expression profiles that correlated with overall survival  and favorable clinical outcomes in late-stage melanoma patients.",,102,GPL16686,0
GSE18409,Expression data from Trk-overexpressing NB cell line SY5Y,"Neurotrophin receptors play a pivotal role in the biology and prognosis of neuroblastoma (NB). While expression of TrkA/NTRK1 confers a good prognosis to NB patients, expression of TrkB/NTRK2 is associated with unfavorable outcome. We have transfected the neurotrophin-receptor null cell line SY5Y with either full-length TrkA or TrkB and performed transcriptional profiling to analyse the effects of Trk-expression without activation and in a time course after activation.","SY5Y transfected with either full length TrkA- or TrkB cDNA or vector control were cultivated in the absence or presence of their ligands NGF and BDNF, respectively. At the indicated time points cells were harvested and analysed using Affymetrix U95Av2 chips.",,28,GPL8300,0
GSE18948,Personalized medicine in psoriasis: developing a genomic classifier to predict histological response to Alefacept,"Alefacept treatment is highly effective in a select group patients with moderate-to-severe psoriasis, and is an ideal candidate to develop systems to predict who will respond to therapy. A clinical trial of 22 patients with moderate to severe psoriasis treated with alefacept (7.5mg weekly i.v. x12 weeks) was conducted in 2002-2003, as a mechanism of action study. Patients were classified as responders or non-responders to alefacept based on histological criteria. Microarray data from PBMCs of 16 of these patients was analyzed to generate a treatment response classifier. We used a discriminant analysis method that performs sample classification from gene expression data, via nearest shrunken centroid method''.  A disease response classifier using 23 genes was created to accurately predict response to alefacept (12.3% error rate in favour of responders). This preliminary study may provide a useful tool to predict response of psoriatic patients with alefacept.","Microarray data from 16  patients was analyzed to generate a treatment response classifier. We used a discriminant analysis method that performs sample classification from gene expression data, via nearest shrunken centroid method.",,16,GPL8300,0
GSE19285,Expression data of multiple sclerosis patients receiving intramuscular Interferon-beta-1a therapy [U133 A and B],"The purpose of this study was to characterize the transcriptional effects induced by intramuscular IFN-beta-1a treatment (Avonex, 30 µg once weekly) in patients with relapsing-remitting form of multiple sclerosis (MS). By using Affymetrix DNA microarrays, we obtained genome-wide expression profiles of peripheral blood mononuclear cells from 24 MS patients within the first four weeks of IFN-beta administration.","EDTA blood samples were taken from all patients immediately before first, second and fifth IFN-beta injection. Total RNA of Ficoll-isolated peripheral blood mononuclear cells from each sample was extracted, labeled and hybridized to Affymetrix Human Genome U133 A and B arrays to quantify the mRNA levels.",,144,GPL9741;GPL9742,0
GSE23290,Microarray expression analysis in idiopathic and LRRK2-associated Parkinson's disease,"LRRK2 mutations are the most common genetic cause of Parkinson’s disease (PD). We performed a whole-genome RNA profiling of putamen tissue from idiopathic PD (IPD), LRRK2-associated PD (G2019S mutation), neurologically healthy controls and one asymptomatic LRRK2 mutation carrier, by using the Genechip Human Exon 1.0-ST Array. The differentially expressed genes found in IPD revealed an alteration of biological pathways related to long term potentiation (LTP), GABA receptor signalling, and calcium signalling pathways, among others. These pathways are mainly related with cell signalling cascades and synaptic plasticity processes. They were also altered in the asymptomatic LRRK2 mutation carrier but not in the LRRK2-associated PD group. The expression changes seen in IPD might be attributed to an adaptive consequence of a dysfunction in the dopamine transmission. The lack of these altered molecular pathways in LRRK2-associated PD patients suggests that these cases could show a different molecular response to dopamine transmission impairment.","Number of samples analyzed: 14 brain tissue (putamen). Control (C) samples, no pathological changes: C1, C2, C3, C4, C5. Samples from idiopathic Parkinson's Disease (IPD) patients: IPD1, IPD2, IPD3, IPD4, IPD5. Samples from Parkinson's disease patients carriers of G2019S LRRK2 mutation (MPD): MPD1, MPD2, MPD3. Sample from an asymptomatic carrier of G2019S LRRK2 mutation (MC). No replicates.",,14,GPL5175,0
GSE24238,The role of integrins in human cytomegalovirus (HCMV)-infected monocytes.,"We have established that human cytomegalovirus (HCMV) infection modulates the biology of target primary blood monocytes, allowing HCMV to use monocytes as “vehicles” for its systemic spread.  HCMV infection of monocytes results in rapid induction of PI(3)K and NF-κB activity.  Integrins, which are upstream of the PI(3)K and NF-κB pathways, were shown to be involved in HCMV binding to and entry into fibroblasts, suggesting that receptor-ligand-mediated signaling following viral binding to integrins on monocytes could trigger the functional changes seen in infected monocytes.  We now show that integrin engagement and the activation of the integrin/Src-signaling pathway is essential for the induction of HCMV-infected monocyte motility.  To investigate how integrin engagement by HCMV triggers monocyte motility, we examined the infected monocyte transcriptome and found that the integrin/Src-signaling pathway regulates the expression of paxillin, which is an important signal transducer in the regulation of actin rearrangement during cell adhesion and movement.  Functionally, we observed that paxillin is activated via the integrin/Src-signaling pathway and is required for monocyte motility.  Because motility is intimately connected to cellular cytoskeletal organization, a process that is also important in viral entry, we investigated the role paxillin regulation plays in the process of viral entry of monocytes. New results confirmed that HCMV`s ability to enter target monocytes is significantly inhibited in cells deficient in paxillin expression or that had their integrin/Src/paxillin signaling pathway blocked. From our data, HCMV-cell interactions emerge as an essential trigger for the cellular changes that allow for HCMV entry and hematogenous dissemination.","Monocytes were mock-infected, HCMV-infected, or pretreated with PP2 inhibitor prior to HCMV infection. There were three samples analyzed per individual replicate. Three replicates are included.",,9,GPL8300,0
GSE29449,Global gene expression response to BET inhibition in two cancer cell lines,"The MYC transcription factor is a master regulator of diverse cancer pathways and somatic cell reprogramming. MYC is a compelling therapeutic target that exhibits cancer-specific cellular effects. Pharmacologic inhibition of MYC function has proven challenging due to its numerous modes of forced expression and the difficulty of disrupting protein-DNA interactions. Here we demonstrate the rapid and potent abrogation of MYC gene transcription by representative small molecule bromodomain inhibitors of the BET family of chromatin adaptors. This transcriptional suppression of MYC was observed in the context of the natural, chromosomally translocated, and amplified gene locus. Inhibition of BET bromodomain-promoter interactions and subsequent reduction of MYC transcript and protein levels resulted in G1 arrest and extensive apoptosis in a variety of leukemia and lymphoma cell lines. Exogenous expression of MYC from an artificial promoter that is resistant to BET regulation significantly protected cells from growth suppression by BET inhibitors and revealed that MYC exerts a direct and tight control of key pro-growth and anti-apoptotic target genes. Transcriptional profiling of two cells after 4 and 8 hours of treatment with BET inhibitor shows that both MYC and its targets are strongly down-regulated.  We thus demonstrate that pharmacologic inhibition of MYC is achievable through targeting BET bromodomains, and suggest that such inhibitors may have broad clinical applicability given the widespread pathogenetic role of MYC in cancer.","LP-1, a multiple myeloma cell line, and Raji, a Burkitt lymphoma cell line, were treated with BET inhibitor and an inactive enantiomer for 4 or 8 hours.  Two biological replicates of each sample were profiled on exon arrays.",,20,GPL5175,0
